"PaymentID";"CustomerId";"ProductId";"TransactionDate";"CreditCard";"CreditCardNumber"
"3423609";"372";"10262";"2013-03-03T12:59:47";"visaelectron";"4913 6911 3322 0321"
"3423610";"636";"10316";"2013-03-29T01:18:43";"visaelectron";"4917 3881 8194 7055"
"3423611";"517";"10319";"2013-03-20T07:43:41";"amex";"3719 1303 3681 243"
"3423612";"314";"10009";"2013-03-20T12:42:31";"visa";"4088 0538 1737 6003"
"3423613";"362";"10230";"2013-03-26T01:48:13";"instapayment";"6383 8517 4972 5289"
"3423614";"746";"10275";"2013-03-20T12:20:54";"mastercard";"5286 9315 6792 6217"
"3423615";"492";"10320";"2013-03-27T05:46:43";"visaelectron";"4508 1632 9279 6179"
"3423616";"685";"10103";"2013-03-25T03:42:48";"instapayment";"6373 5261 4923 2084"
"3423617";"508";"10146";"2013-03-28T07:42:04";"maestro";"6761 5881 9868 0431"
"3423618";"971";"10022";"2013-03-19T09:25:55";"visaelectron";"4026 2114 8303 2186"
"3423619";"610";"10142";"2013-03-05T02:18:05";"visa";"4305 4604 4501 5639"
"3423620";"646";"10120";"2013-03-22T10:34:32";"maestro";"6304 9008 1492 1418"
"3423621";"399";"10298";"2013-03-24T12:53:43";"instapayment";"6388 1532 4073 2335"
"3423622";"504";"10187";"2013-03-17T12:11:34";"visa";"4335 6792 2099 8883"
"3423623";"72";"10118";"2013-03-28T04:28:36";"instapayment";"6394 1682 4221 3276"
"3423624";"989";"10124";"2013-03-08T02:50:07";"mastercard";"5142 3980 3257 5967"
"3423625";"497";"10122";"2013-03-17T05:22:58";"visaelectron";"4844 8512 8176 6194"
"3423626";"976";"10158";"2013-03-23T05:14:22";"visa";"4766 6428 1633 8276"
"3423627";"834";"10110";"2013-03-11T06:07:20";"mastercard";"5588 3160 8913 8449"
"3423628";"955";"10312";"2013-03-12T01:51:43";"mastercard";"5559 7534 9766 5917"
"3423629";"471";"10245";"2013-03-30T02:31:51";"visaelectron";"4917 6912 1969 2704"
"3423630";"620";"10046";"2013-03-29T09:12:24";"instapayment";"6380 0321 0229 3917"
"3423631";"54";"10131";"2013-03-29T10:20:09";"maestro";"5038 8254 9280 5705"
"3423632";"637";"10075";"2013-03-14T11:12:50";"amex";"3466 9704 7526 120"
"3423633";"289";"10262";"2013-03-14T04:42:21";"mastercard";"5122 1889 8465 1120"
"3423634";"653";"10115";"2013-03-09T06:23:38";"amex";"3740 9672 2900 103"
"3423635";"21";"10134";"2013-03-18T06:43:37";"amex";"3468 4221 0081 491"
"3423636";"224";"10143";"2013-03-08T12:33:27";"maestro";"6763 2173 7568 1917"
"3423637";"819";"10129";"2013-03-18T10:00:38";"visaelectron";"4844 8916 6387 2905"
"3423638";"410";"10058";"2013-03-02T06:37:07";"visa";"4742 6009 3487 3706"
"3423639";"922";"10102";"2013-03-21T09:20:51";"visaelectron";"4026 3358 8101 0682"
"3423640";"231";"10236";"2013-03-19T01:45:01";"mastercard";"5258 4896 5126 9972"
"3423641";"929";"10191";"2013-03-14T07:58:23";"visaelectron";"4844 5940 4138 5398"
"3423642";"44";"10272";"2013-03-19T11:07:01";"visaelectron";"4913 5691 0552 6547"
"3423643";"80";"10186";"2013-03-14T11:43:15";"visa";"4785 6758 7142 4893"
"3423644";"178";"10211";"2013-03-11T10:02:10";"mastercard";"5397 7783 8522 8532"
"3423645";"307";"10192";"2013-03-11T08:45:13";"amex";"3485 6663 2659 133"
"3423646";"836";"10319";"2013-03-15T05:06:01";"mastercard";"5103 0789 3867 0958"
"3423647";"487";"10106";"2013-03-25T11:32:17";"amex";"3438 6575 5602 259"
"3423648";"359";"10106";"2013-03-05T12:43:28";"visaelectron";"4508 2869 3391 5989"
"3423649";"508";"10181";"2013-03-05T06:15:34";"instapayment";"6381 3412 3529 1576"
"3423650";"421";"10053";"2013-03-10T03:52:24";"visaelectron";"4175 0033 6298 3210"
"3423651";"795";"10200";"2013-03-04T10:24:32";"mastercard";"5215 4251 5690 6108"
"3423652";"654";"10226";"2013-03-30T09:16:22";"visa";"4432 5016 2334 3271"
"3423653";"963";"10327";"2013-03-05T10:03:51";"maestro";"5020 8730 8790 5316"
